"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Endocrine system","mmu04913","Ovarian steroidogenesis","3/28","33/6091",0.0909090909090909,19.775974025974,7.34917669399344,0.000432886490190583,0.0411242165681054,0.0369092691636181,"171210/26897/13076",3
