"ensembl_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name"
"ENSMUSG00000024992",18.0956078797337,1.03571665148138,0.496612765611342,0.0012259502757843,0.0184912042636488,"Pde6c"
"ENSMUSG00000111055",13.428066256408,-1.10062261641955,0.521877291489588,0.00124244547188269,0.0186817448673759,"D030034A15Rik"
"ENSMUSG00000021986",11.7654013874893,1.18716835975887,0.611720409933882,0.00142105764564085,0.0207459297858793,"Amer2"
"ENSMUSG00000026940",10.8554814564543,1.27083919476704,0.653891860091864,0.00143104422855583,0.0208478431288605,"Ccdc183"
"ENSMUSG00000084616",9.14592025749578,1.1717383491445,0.583206970042021,0.00144826411067957,0.0210143122459606,NA
"ENSMUSG00000103382",10.1070985877747,1.09168078409159,0.532742034108303,0.00157222588856898,0.0225202345934214,"Gm37755"
"ENSMUSG00000002831",193.257472411008,1.30192757474007,0.702414362824086,0.00157939360288924,0.022600592877636,"Plin4"
"ENSMUSG00000109587",30.0125766064542,1.03176687378429,0.548765026592213,0.00160677858018462,0.0228796439631784,"Gm31105"
"ENSMUSG00000101392",15.9266870508132,1.28617564813801,0.670544781333243,0.00163692091562865,0.0232177150398551,"Gm29163"
"ENSMUSG00000083715",9.41814927215058,1.0969249094822,0.583664318658322,0.00182970610709916,0.0254057757071855,NA
"ENSMUSG00000093651",8.94780917078988,-1.13756262144158,0.618955823525516,0.00202063663528269,0.0275159638922033,NA
"ENSMUSG00000024957",8.44771378534263,1.16815607296534,0.624822590883547,0.00211316005914719,0.0285786935547416,NA
"ENSMUSG00000111709",17.2714402820719,-1.10878416358909,0.668504322580032,0.0022297831926824,0.0298194968901582,"Gm3776"
"ENSMUSG00000020014",25.5842403493925,1.12620233549605,0.686558432169448,0.00248806937808243,0.0324074386678421,"Cfap54"
"ENSMUSG00000038550",437.933746244309,1.19335951032499,0.810530734666523,0.0028140183034159,0.035474722487024,"Ciart"
"ENSMUSG00000022034",18.5890278557996,-1.01903907852227,0.670353807681574,0.00307997268696287,0.0377771797868396,"Esco2"
"ENSMUSG00000066687",610.866522042919,1.02027238995847,0.967645909938996,0.00451960353850152,0.0493597783860213,"Zbtb16"
