"ensembl_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name"
"ENSMUSG00000038155",448.978870184972,-1.07180358927963,0.260766225083353,1.86730604449143e-06,0.000122600048441496,"Gstp2"
"ENSMUSG00000073460",89.8541773227968,1.08159651513303,0.26401600528623,1.91836318141375e-06,0.000124265400724614,"Pnldc1"
"ENSMUSG00000097039",49.9730161827019,-1.04916591656591,0.256318065080137,2.0356435734887e-06,0.000130119772032251,"Pvt1"
"ENSMUSG00000006398",24.3137100703418,-2.43262130844438,0.599393330092832,2.10459567280823e-06,0.000132772535706293,"Cdc20"
"ENSMUSG00000107198",56.1838951345605,1.18447201158162,0.288505892770381,2.10179467354944e-06,0.000132772535706293,"Gm19619"
"ENSMUSG00000095061",68.3373006070974,1.71155768038216,0.427769779770463,2.45326589560022e-06,0.000150197840274933,"E030018B13Rik"
"ENSMUSG00000005667",63.5647562324118,-1.44737674841533,0.359479671091983,2.53649498267365e-06,0.000152715942732758,"Mthfd2"
"ENSMUSG00000037379",175.063835058351,-1.47646302849682,0.369004657884838,2.69385884565828e-06,0.000159542415716333,"Spon2"
"ENSMUSG00000093772",34.5900661217111,1.12645999006126,0.27955606736776,2.78918597398701e-06,0.000163189872913514,"4931403E22Rik"
"ENSMUSG00000056035",65946.37167539,-2.70741979301712,0.688205414363059,2.86541008749761e-06,0.000166976306705182,"Cyp3a11"
"ENSMUSG00000028150",2357.88072065092,1.16821558095402,0.292530849757315,3.07059676874385e-06,0.000177507406830571,"Rorc"
"ENSMUSG00000051435",86.5988300960241,1.01313454417931,0.255334330134636,3.28978429108236e-06,0.00018719517672002,"Fhad1"
"ENSMUSG00000044505",74.0480845187485,1.71797789626701,0.439744974240386,3.43750635218637e-06,0.000193326423140404,"Lingo4"
"ENSMUSG00000062209",168.264431654591,1.175843396903,0.296585468809322,3.53580040114727e-06,0.000198086732898251,"Erbb4"
"ENSMUSG00000007646",14.5434640260684,-1.54688192713275,0.391678403098943,3.6192781387486e-06,0.000201209677368744,"Rad51c"
"ENSMUSG00000009108",37.9240791860302,-1.10569602247022,0.279490690673854,3.72823230061816e-06,0.000204138304460262,"Gnat2"
"ENSMUSG00000040675",56.3090570162919,1.28331522335058,0.330631153587543,4.49169583668237e-06,0.000237863162738179,"Mthfd1l"
"ENSMUSG00000066441",1619.60916156525,-1.23243683642438,0.317101770295348,4.48510789579336e-06,0.000237863162738179,"Rdh11"
"ENSMUSG00000020381",93.0305692243903,-1.08317432010201,0.277741843624483,4.57269933692109e-06,0.000240398070212772,"Mrnip"
"ENSMUSG00000109115",32.7320423739452,1.32891655596961,0.339456019918343,4.89604552525402e-06,0.000252817155058491,"Gm44669"
"ENSMUSG00000035745",16.5068263207717,1.52920944340881,0.394934486430846,5.06798269744679e-06,0.00025815824275548,"Grin3b"
"ENSMUSG00000023992",20.2188538719898,1.44515310422233,0.369659782921694,5.27850808990099e-06,0.000267801232113508,"Trem2"
"ENSMUSG00000069733",58.5223171791861,-1.29052883480313,0.338705906570192,5.91490754065394e-06,0.00029093324886403,"Ube2u"
"ENSMUSG00000039982",282.070333593719,-1.24589984383865,0.329816989866787,6.91389552238565e-06,0.00033552048170507,"Dtx4"
"ENSMUSG00000103313",40.8231287897529,2.21018692770093,0.586870220040183,7.37628169895806e-06,0.000352071866618031,"Gm38357"
"ENSMUSG00000023078",36.4033126608795,-2.47721835141111,0.672748158828972,8.39354656501186e-06,0.000387867390631599,"Cxcl13"
"ENSMUSG00000041293",342.851910878944,-2.03996031393003,0.553788962719193,8.39021053015753e-06,0.000387867390631599,"Adgrf1"
"ENSMUSG00000022863",55.5792951973994,-1.06803922419124,0.283939739962657,8.68051372748152e-06,0.000397332032131725,"Btg3"
"ENSMUSG00000056313",415.247335757859,1.26900675311051,0.342241281011411,8.85252490951308e-06,0.000402665004504811,"Tcim"
"ENSMUSG00000066477",366.166590569512,-1.05271551619076,0.286778118648731,1.1156633131594e-05,0.000486134374592879,"Gm16551"
"ENSMUSG00000000320",23.9887898906295,-1.15585594320299,0.315194208134983,1.12590719629522e-05,0.000489129144258791,"Alox12"
"ENSMUSG00000044349",573.677215922367,-1.08386584601012,0.298795438220395,1.27245257113139e-05,0.000544639728823496,"Snhg11"
"ENSMUSG00000109698",36.4968441844775,1.36344118180179,0.377747025924158,1.46041048646983e-05,0.000610678851835079,"Gm45469"
"ENSMUSG00000032218",17.5649269383629,-1.46413851734817,0.405191705237205,1.47765226432654e-05,0.000614347689265848,"Ccnb2"
"ENSMUSG00000049588",15.7664311672807,-1.59648912607105,0.445196468458205,1.47524492907155e-05,0.000614347689265848,"Ccdc69"
"ENSMUSG00000090622",186.968621810295,2.07931874974341,0.596992867515225,1.76136912768898e-05,0.000711907132110504,"A930033H14Rik"
"ENSMUSG00000091285",12.5426764629515,1.66480927533007,0.460608968350895,1.7926272086661e-05,0.000722528355492918,"Gm17430"
"ENSMUSG00000098235",9.0423526380464,1.89263875018585,0.529982563592486,1.91858276480984e-05,0.000764797690038209,NA
"ENSMUSG00000087543",19.9942448215214,1.4232618635843,0.39954228476864,1.9701253867549e-05,0.000781052441579605,"Gm16576"
"ENSMUSG00000044927",18.6701815274399,-1.66092011588795,0.473372285624801,2.10637769487617e-05,0.000830257841100728,"H1fx"
"ENSMUSG00000091329",14.9238965550706,1.6170186674955,0.455899291508546,2.24152480716831e-05,0.000871971178338127,"1700112D23Rik"
"ENSMUSG00000006517",689.306434915247,-1.33488847904646,0.388019174823031,2.29614885247004e-05,0.00088609361301437,"Mvd"
"ENSMUSG00000108435",99.0480303310374,1.08273047593399,0.315018212749859,2.4414303577984e-05,0.000934700646217806,"Gm45051"
"ENSMUSG00000025004",135.326894605277,-2.33292120167468,0.693578718681911,2.58684703726434e-05,0.000982595563107475,"Cyp2c40"
"ENSMUSG00000098708",92.9521609717195,1.40392474266598,0.41477668587921,2.63857810498155e-05,0.00099702521623131,"Gm27252"
"ENSMUSG00000072214",18.0952564086128,-1.63249852676583,0.478718351284391,2.93136512727684e-05,0.0010713881107503,"Sept5"
"ENSMUSG00000107369",29.5696041194246,-1.05444791097068,0.309259512812539,3.01026145407466e-05,0.00108924921941704,"Gstm2-ps1"
"ENSMUSG00000106069",12.3422453357343,-1.47798977454534,0.437511260815658,3.02949532535532e-05,0.00109076866429046,"Gm6135"
"ENSMUSG00000084923",23.8451045529001,-1.76332092933545,0.525454064875518,3.13448285331093e-05,0.00112023020200841,"Gm15611"
"ENSMUSG00000002324",55.1092709432126,-1.00851218737259,0.297820225280013,3.19487029960483e-05,0.00113621490311927,"Rec8"
"ENSMUSG00000021453",540.427360807802,-2.39570363720549,0.729984863931386,3.28647651581548e-05,0.0011602621470677,"Gadd45g"
"ENSMUSG00000029683",26.9885474287585,1.77962755758898,0.541412453953807,3.34303765700773e-05,0.00117451516714727,"Lmod2"
"ENSMUSG00000086443",12.0909751392291,1.85071654481559,0.549115921662533,3.37671935891849e-05,0.00118348304101225,"4933421A08Rik"
"ENSMUSG00000026442",35.4886718036352,-1.11621328822909,0.33348542284029,3.62290487075529e-05,0.00125761602092486,"Nfasc"
"ENSMUSG00000003228",123.795175572934,-1.37257159375098,0.414570185455642,3.67058526158715e-05,0.00126809981299118,"Grk5"
"ENSMUSG00000026610",126.19369576652,1.1539966546574,0.350317053949044,4.14075798577893e-05,0.00140052210661194,"Esrrg"
"ENSMUSG00000053113",282.003772079304,-1.1759484888392,0.362298891669112,4.88117273084928e-05,0.00159517604334737,"Socs3"
"ENSMUSG00000015090",95.3717341781163,-1.52962101948474,0.479170558604883,4.97657883354906e-05,0.00160919470135149,"Ptgds"
"ENSMUSG00000111282",19.9812570828202,1.27939902344099,0.389139689073503,4.97952047489192e-05,0.00160919470135149,"Gm47528"
"ENSMUSG00000078597",1585.28765398517,-1.04900247533698,0.3235785273857,5.01268957704702e-05,0.0016127300612628,"Cyp4a12b"
"ENSMUSG00000031535",33.9045747636326,1.22316270474167,0.382227224819608,5.15415991309065e-05,0.00165092406929239,"Dkk4"
"ENSMUSG00000027579",18.9343456960102,-1.34340866973821,0.418095721348184,5.38125694554069e-05,0.00169743561477816,"Srms"
"ENSMUSG00000006462",13.4890520143902,1.58108973392906,0.49717225944575,5.54023259477142e-05,0.00172879085914265,"A530013C23Rik"
"ENSMUSG00000097819",19.019744208724,-1.09832335844916,0.345393227716583,6.64051182630496e-05,0.00199063546845992,"Gm26813"
"ENSMUSG00000038754",6084.34344550565,-2.15476809845514,0.701577767390768,6.6537436402692e-05,0.00199063546845992,"Elovl3"
"ENSMUSG00000020218",11.3496598388765,1.45503138237695,0.458579794340517,7.05889647587939e-05,0.00209780575348033,"Wif1"
"ENSMUSG00000093930",8248.5692915506,-1.19228008436724,0.383600555831359,7.26844180714599e-05,0.00214359940287984,"Hmgcs1"
"ENSMUSG00000026566",77.2021276758746,-1.08446234252552,0.347250525972106,7.59953080793995e-05,0.00221869601656356,"Mpzl1"
"ENSMUSG00000087259",25.6776233031121,-1.24751523331688,0.402555871146798,7.63147866875877e-05,0.0022235493069014,"2610035D17Rik"
"ENSMUSG00000022096",22.2632109520546,-1.77540049077713,0.582188876729559,7.91064368348631e-05,0.00227744920332116,"Hr"
"ENSMUSG00000052133",118.342273831476,1.20957362363039,0.392539416032595,8.24618537058229e-05,0.00235535727809348,"Sema5b"
"ENSMUSG00000001095",73.2019002951325,-1.26217406405737,0.409857591846718,8.32861522486965e-05,0.00236957268456586,"Slc13a2"
"ENSMUSG00000061171",17.3308596106169,1.21958544415916,0.402534380084422,0.000102564453894347,0.00281325184500374,"Slc38a11"
"ENSMUSG00000073406",32.1441789469623,1.13395686635753,0.377814150816968,0.000105801111568159,0.00286948435299811,"H2-Bl"
"ENSMUSG00000091813",19.0427300170282,1.31385572150211,0.427256039896952,0.000106286056276797,0.00287190070125944,"Ces2h"
"ENSMUSG00000084452",24.3982381980549,1.26016063021672,0.419537916834133,0.000120413772707727,0.00318832817881226,"Gm24597"
"ENSMUSG00000030867",13.131949113132,-1.41079561103604,0.475382714950244,0.00012989721497173,0.00338127869859899,"Plk1"
"ENSMUSG00000040170",269.415041443057,1.1026039917083,0.379343743214936,0.000143999182480001,0.00365924367387884,"Fmo2"
"ENSMUSG00000029752",212.574567726209,-1.88285840191387,0.669351737134485,0.000152233894218673,0.00380682251413293,"Asns"
"ENSMUSG00000033998",15.7718075458625,-1.74070476260931,0.606968526647088,0.000152459270445777,0.00380682251413293,"Kcnk1"
"ENSMUSG00000023067",62.6455390082893,-1.14033443179203,0.398969627809363,0.000164027190270576,0.00399334652823164,"Cdkn1a"
"ENSMUSG00000087254",8.09623464906621,1.71663945665183,0.602968728803784,0.000191675630750793,0.00454446634345425,NA
"ENSMUSG00000028354",22.2507968162073,-1.18537753571641,0.423865864108008,0.000211198578350291,0.00489535362917369,"Fmn2"
"ENSMUSG00000042379",21.2352323076281,1.23552161922395,0.441556188079314,0.000222336901803922,0.00507249755530645,"Esm1"
"ENSMUSG00000056476",55.2865887161378,-1.23247425146712,0.450174182692048,0.000234769161178981,0.00531435339891889,"Med12l"
"ENSMUSG00000058794",26.4527269794215,-1.54676842649068,0.572930281769438,0.000240890502064942,0.00541071390861038,"Nfe2"
"ENSMUSG00000087528",44.6639964010858,1.02483693801204,0.369126596593443,0.000243259834864453,0.00544706821586916,"9830144P21Rik"
"ENSMUSG00000106980",13.4364968207583,1.11645848694473,0.404880059110375,0.000246882005659021,0.00551578871711355,"Gm43690"
"ENSMUSG00000052632",216.794944110678,-1.15140359718566,0.426686192222315,0.000251746726580963,0.00559394334255708,"Asap2"
"ENSMUSG00000015451",3616.30591490135,1.06773935085426,0.387010825590363,0.00026732025913105,0.00582658724797256,"C4a"
"ENSMUSG00000086389",290.785621699684,-1.04120270641334,0.388140090430082,0.000277811692628877,0.00598419709300966,"Gm15998"
"ENSMUSG00000002055",13.3786043402963,-1.17837095850816,0.432385525320896,0.00027797028536792,0.00598419709300966,"Spag5"
"ENSMUSG00000027469",17.5870108997097,-1.20465647464688,0.459127939018935,0.000344134091355198,0.00707278422884408,"Tpx2"
"ENSMUSG00000082364",48.8466070363179,1.22340191553104,0.480355638179653,0.000382006015294667,0.00764392590320256,"Gm11955"
"ENSMUSG00000094958",16.2971978140185,1.24666870438978,0.482096855085994,0.000413580913686507,0.00812051293314102,"3110021N24Rik"
"ENSMUSG00000034783",71.0497129893665,-1.08984590552695,0.434478482757891,0.000429663983925114,0.00835713727446837,"Cd207"
"ENSMUSG00000066000",80.1891475516115,1.03756885063067,0.412970955592329,0.00043093479091364,0.00837063429204406,"Zfp979"
"ENSMUSG00000074183",23.0721855913749,-1.09361484400214,0.461457927568958,0.000574054450851352,0.010543708964371,"Gsta1"
"ENSMUSG00000035186",11.1166620614298,1.43384532949155,0.619357895233591,0.000625179063311015,0.0112687555386867,"Ubd"
"ENSMUSG00000085873",10.2119106126608,1.65389561210919,0.72242842109873,0.000813456990779646,0.0137727665533403,"Ttc39aos1"
"ENSMUSG00000058672",1265.39923748608,-1.42220452322875,0.684133109037125,0.000984930797471279,0.015714309597795,"Tubb2a"
"ENSMUSG00000043496",9.0258082603062,1.35958231782187,0.600307502012851,0.000997104887875288,0.0158466505181494,"Tril"
"ENSMUSG00000108120",13.3135777804364,1.10270254940182,0.514888331698933,0.0012183217172775,0.0184144251226006,"9930120I10Rik"
