"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042759","long-chain fatty acid biosynthetic process","5/171","32/12443",0.15625,11.3697002923977,6.93303330119035,6.89269529356214e-05,0.00531197050623856,0.00504255076739546,"Gstm4/Gstm1/Gstm2/Gstp2/Alox12",5
"GO:0070988","demethylation","4/171","18/12443",0.222222222222222,16.1702404158545,7.60266750946229,9.06531118873686e-05,0.00676096757043859,0.00641805562937737,"Cyp3a59/Cyp2c69/Cyp3a11/Cyp2c40",4
"GO:0006633","fatty acid biosynthetic process","9/171","147/12443",0.0612244897959184,4.45506623702112,4.97414679869457,0.000192528365234537,0.0139101743881953,0.0132046592603293,"Gstm4/Gstm1/Gstm2/Fabp5/Scd1/Gstp2/Alox12/Ptgds/Elovl3",9
"GO:0120161","regulation of cold-induced thermogenesis","8/171","121/12443",0.0661157024793388,4.81098061959306,4.97249440963508,0.00026011918201147,0.0182241075397127,0.0172997924878442,"Per2/Lcn2/Fabp5/Scd1/Lpin1/Gadd45g/Esrrg/Elovl3",8
"GO:0046456","icosanoid biosynthetic process","5/171","43/12443",0.116279069767442,8.46117231062152,5.78516746923779,0.000291644670306884,0.0198318375808681,0.0188259794919459,"Fabp5/Cyp2c69/Cyp2c40/Ptgds/Cyp4a12b",5
"GO:0106106","cold-induced thermogenesis","8/171","126/12443",0.0634920634920635,4.62006869024413,4.8209773771732,0.000342643003097981,0.0226340178046438,0.0214860349311065,"Per2/Lcn2/Fabp5/Scd1/Lpin1/Gadd45g/Esrrg/Elovl3",8
"GO:0009582","detection of abiotic stimulus","6/171","70/12443",0.0857142857142857,6.23709273182957,5.18665376751064,0.000390881242398088,0.0251032620117883,0.0238300406549712,"Adgrv1/Atp2b2/Gnat2/Sema5b/Pde6c/Kcnk4",6
"GO:0043651","linoleic acid metabolic process","4/171","26/12443",0.153846153846154,11.1947818263608,6.14245169624038,0.000406486215176737,0.0253998953915842,0.0241116289799003,"Cyp2c55/Gstp2/Alox12/Cyp4a12b",4
"GO:0009581","detection of external stimulus","6/171","71/12443",0.0845070422535211,6.14924635532493,5.13615793140321,0.00042216604692974,0.0256854710658305,0.0243827204390168,"Adgrv1/Atp2b2/Gnat2/Sema5b/Pde6c/Kcnk4",6
"GO:0006636","unsaturated fatty acid biosynthetic process","5/171","48/12443",0.104166666666667,7.57980019493177,5.39132533024658,0.000490870431172263,0.0290998060735967,0.0276238825639452,"Fabp5/Scd1/Alox12/Ptgds/Elovl3",5
"GO:0044839","cell cycle G2/M phase transition","8/171","137/12443",0.0583941605839416,4.24911426985956,4.51390374765384,0.000600317730632594,0.0346983648305639,0.0329384860097094,"Ccdc57/Atf5/Cdc20/Rad51c/Mrnip/Ccnb2/Plk1/Cdkn1a",8
"GO:1990845","adaptive thermogenesis","8/171","138/12443",0.0579710144927536,4.21832358674464,4.48759776163955,0.000629929184900064,0.0355218603777792,0.033720214390671,"Per2/Lcn2/Fabp5/Scd1/Lpin1/Gadd45g/Esrrg/Elovl3",8
